file-name,title,category,link,note
khraaj2.MP3,جلسة مع طلبة العلم بالخرج 1416 هـ 2,لقاءات قرآنية,https://alnajmi.net/files/khraaj2.MP3,رابط مباشر للملف - تم تأكيد أنه غير موجود على الخادم (خطأ 404) عند محاولة التحميل الفعلية
aalam-asunna2-18.mp3,أعلام السنة المنشورة ( سؤال وجواب : 2-18 ),شرح أعلام السنة المنشورة,https://alnajmi.net/portal/%d8%b4%d8%b1%d8%ad-%d8%a3%d8%b9%d9%84%d8%a7%d9%85-%d8%a7%d9%84%d8%b3%d9%86%d8%a9-%d8%a7%d9%84%d9%85%d9%86%d8%b4%d9%88%d8%b1%d8%a9/,رابط الصفحة العامة فقط (مؤكد أن الملف غير متاح - ظهر خطأ 404 أثناء جمع البيانات الأصلي)
aalam-asunna19-26.mp3,أعلام السنة المنشورة (سؤال وجواب : 19-26 ),شرح أعلام السنة المنشورة,https://alnajmi.net/portal/%d8%b4%d8%b1%d8%ad-%d8%a3%d8%b9%d9%84%d8%a7%d9%85-%d8%a7%d9%84%d8%b3%d9%86%d8%a9-%d8%a7%d9%84%d9%85%d9%86%d8%b4%d9%88%d8%b1%d8%a9/,رابط الصفحة العامة فقط (مؤكد أن الملف غير متاح - ظهر خطأ 404 أثناء جمع البيانات الأصلي)
aalam-asunna27-30.mp3,أعلام السنة المنشورة (سؤال وجواب : 27-30 ),شرح أعلام السنة المنشورة,https://alnajmi.net/portal/%d8%b4%d8%b1%d8%ad-%d8%a3%d8%b9%d9%84%d8%a7%d9%85-%d8%a7%d9%84%d8%b3%d9%86%d8%a9-%d8%a7%d9%84%d9%85%d9%86%d8%b4%d9%88%d8%b1%d8%a9/,رابط الصفحة العامة فقط (مؤكد أن الملف غير متاح - ظهر خطأ 404 أثناء جمع البيانات الأصلي)
aalam-asunna31-34.mp3,أعلام السنة المنشورة (سؤال وجواب : 31-34 ),شرح أعلام السنة المنشورة,https://alnajmi.net/portal/%d8%b4%d8%b1%d8%ad-%d8%a3%d8%b9%d9%84%d8%a7%d9%85-%d8%a7%d9%84%d8%b3%d9%86%d8%a9-%d8%a7%d9%84%d9%85%d9%86%d8%b4%d9%88%d8%b1%d8%a9/,رابط الصفحة العامة فقط (مؤكد أن الملف غير متاح - ظهر خطأ 404 أثناء جمع البيانات الأصلي)
aalam-asunna51-53.mp3,أعلام السنة المنشورة (سؤال وجواب : 51-53 ),شرح أعلام السنة المنشورة,https://alnajmi.net/portal/%d8%b4%d8%b1%d8%ad-%d8%a3%d8%b9%d9%84%d8%a7%d9%85-%d8%a7%d9%84%d8%b3%d9%86%d8%a9-%d8%a7%d9%84%d9%85%d9%86%d8%b4%d9%88%d8%b1%d8%a9/,رابط الصفحة العامة فقط (مؤكد أن الملف غير متاح - ظهر خطأ 404 أثناء جمع البيانات الأصلي)
aalam-asunna92-94.mp3,أعلام السنة المنشورة (سؤال وجواب : 92-94 ),شرح أعلام السنة المنشورة,https://alnajmi.net/portal/%d8%b4%d8%b1%d8%ad-%d8%a3%d8%b9%d9%84%d8%a7%d9%85-%d8%a7%d9%84%d8%b3%d9%86%d8%a9-%d8%a7%d9%84%d9%85%d9%86%d8%b4%d9%88%d8%b1%d8%a9/,رابط الصفحة العامة فقط (مؤكد أن الملف غير متاح - ظهر خطأ 404 أثناء جمع البيانات الأصلي)
aalam-asunna107-109.mp3,أعلام السنة المنشورة (سؤال وجواب :107-109 ),شرح أعلام السنة المنشورة,https://alnajmi.net/portal/%d8%b4%d8%b1%d8%ad-%d8%a3%d8%b9%d9%84%d8%a7%d9%85-%d8%a7%d9%84%d8%b3%d9%86%d8%a9-%d8%a7%d9%84%d9%85%d9%86%d8%b4%d9%88%d8%b1%d8%a9/,رابط الصفحة العامة فقط (مؤكد أن الملف غير متاح - ظهر خطأ 404 أثناء جمع البيانات الأصلي)
aalam-asunna183.mp3,أعلام السنة المنشورة (سؤال وجواب :182-183 ),شرح أعلام السنة المنشورة,https://alnajmi.net/portal/%d8%b4%d8%b1%d8%ad-%d8%a3%d8%b9%d9%84%d8%a7%d9%85-%d8%a7%d9%84%d8%b3%d9%86%d8%a9-%d8%a7%d9%84%d9%85%d9%86%d8%b4%d9%88%d8%b1%d8%a9/,رابط الصفحة العامة فقط (لم يتم العثور على رابط مباشر للملف ولا تأكيد لسبب غيابه)
aalam-asunna184-185.mp3,أعلام السنة المنشورة (سؤال وجواب :184-185 ),شرح أعلام السنة المنشورة,https://alnajmi.net/portal/%d8%b4%d8%b1%d8%ad-%d8%a3%d8%b9%d9%84%d8%a7%d9%85-%d8%a7%d9%84%d8%b3%d9%86%d8%a9-%d8%a7%d9%84%d9%85%d9%86%d8%b4%d9%88%d8%b1%d8%a9/,رابط الصفحة العامة فقط (مؤكد أن الملف غير متاح - ظهر خطأ 404 أثناء جمع البيانات الأصلي)
aalam-asunna202=205.mp3,أعلام السنة المنشورة (سؤال وجواب :202-205 ),شرح أعلام السنة المنشورة,https://alnajmi.net/portal/%d8%b4%d8%b1%d8%ad-%d8%a3%d8%b9%d9%84%d8%a7%d9%85-%d8%a7%d9%84%d8%b3%d9%86%d8%a9-%d8%a7%d9%84%d9%85%d9%86%d8%b4%d9%88%d8%b1%d8%a9/,رابط الصفحة العامة فقط (لم يتم العثور على رابط مباشر للملف ولا تأكيد لسبب غيابه)
muslim-bookhajj1211-1217.mp3,مسلم - كتاب الحج ( 17 - 18 ) تابع باب بيان وجوه الإحرام ، وأنَّه يجوز إفراد الحج والتمتع والقِران ، وجواز إدخال الحج على العمرة ، ومتى يحل القارن من نسكه ، وبابٌ في المتعة بالحج والعمرة - حديث رقم 1211-1217,كتاب الحج,https://alnajmi.net/portal/%d9%83%d8%aa%d8%a7%d8%a8-%d8%a7%d9%84%d8%ad%d8%ac/,رابط الصفحة العامة فقط (مؤكد أن الملف غير متاح - ظهر خطأ 404 أثناء جمع البيانات الأصلي)
muslim-bookhajj1233-1234.mp3,مسلم - كتاب الحج ( 28 ) باب ما يلزم من أحرم بالحج ثم قدم مكة من الطواف والسعي - حديث رقم 1233 - 1234,كتاب الحج,https://alnajmi.net/portal/%d9%83%d8%aa%d8%a7%d8%a8-%d8%a7%d9%84%d8%ad%d8%ac/,رابط الصفحة العامة فقط (مؤكد أن الملف غير متاح - ظهر خطأ 404 أثناء جمع البيانات الأصلي)
muslim-bookhaj1235-1237j.mp3,مسلم - كتاب الحج ( 29 ) باب مايلزم من طاف بالبيت وسعى من البقاء على الإحرام وترك التحلل - حديث رقم 1235 - 1237,كتاب الحج,https://alnajmi.net/portal/%d9%83%d8%aa%d8%a7%d8%a8-%d8%a7%d9%84%d8%ad%d8%ac/,رابط الصفحة العامة فقط (مؤكد أن الملف غير متاح - ظهر خطأ 404 أثناء جمع البيانات الأصلي)
muslim-bookhajj1243-1245.mp3,مسلم - كتاب الحج ( 32 ) باب تقليد الهدي وإشعاره عند الإحرام - حديث رقم 1243 - 1245,كتاب الحج,https://alnajmi.net/portal/%d9%83%d8%aa%d8%a7%d8%a8-%d8%a7%d9%84%d8%ad%d8%ac/,رابط الصفحة العامة فقط (مؤكد أن الملف غير متاح - ظهر خطأ 404 أثناء جمع البيانات الأصلي)
muslim-bookhajj1246-1248.mp3,مسلم - كتاب الحج ( 33 ) باب التقصير في العمرة - حديث رقم 1246 - 1248,كتاب الحج,https://alnajmi.net/portal/%d9%83%d8%aa%d8%a7%d8%a8-%d8%a7%d9%84%d8%ad%d8%ac/,رابط الصفحة العامة فقط (مؤكد أن الملف غير متاح - ظهر خطأ 404 أثناء جمع البيانات الأصلي)
muslim-bookhajj1247-1252.mp3,مسلم - كتاب الحج ( 33 - 34 ) تابع باب التقصير في العمرة ، وباب إهلال النبي صلى الله عليه وسلم وهديه - حديث رقم 1247 - 1252,كتاب الحج,https://alnajmi.net/portal/%d9%83%d8%aa%d8%a7%d8%a8-%d8%a7%d9%84%d8%ad%d8%ac/,رابط الصفحة العامة فقط (مؤكد أن الملف غير متاح - ظهر خطأ 404 أثناء جمع البيانات الأصلي)
muslim-bookhajj.mp3,مسلم - كتاب الحج ( 79 ) باب في فضل الحج والعمرة ويوم عرفة - حديث رقم 1348,كتاب الحج,https://alnajmi.net/portal/%d9%83%d8%aa%d8%a7%d8%a8-%d8%a7%d9%84%d8%ad%d8%ac/,رابط الصفحة العامة فقط (لم يتم العثور على رابط مباشر للملف ولا تأكيد لسبب غيابه)
al-imran35-63.mp3,تفسير سورة آل عمران من الآية ( 35 ) إلى الآية ( 36 ),تفسير سورة آل عمران,https://alnajmi.net/portal/%d8%aa%d9%81%d8%b3%d9%8a%d8%b1-%d8%b3%d9%88%d8%b1%d8%a9-%d8%a2%d9%84-%d8%b9%d9%85%d8%b1%d8%a7%d9%86/,رابط الصفحة العامة فقط (مؤكد أن الملف غير متاح - ظهر خطأ 404 أثناء جمع البيانات الأصلي)
al-imran52-43.mp3,تفسير سورة آل عمران من الآية ( 52 ) إلى الآية ( 53 ),تفسير سورة آل عمران,https://alnajmi.net/portal/%d8%aa%d9%81%d8%b3%d9%8a%d8%b1-%d8%b3%d9%88%d8%b1%d8%a9-%d8%a2%d9%84-%d8%b9%d9%85%d8%b1%d8%a7%d9%86/,رابط الصفحة العامة فقط (مؤكد أن الملف غير متاح - ظهر خطأ 404 أثناء جمع البيانات الأصلي)
fatwas-jihad4.mp3,أجساد الشهداء لا تأكلها الأرض,فتاوى في الجهاد,https://alnajmi.net/portal/%d9%81%d8%aa%d8%a7%d9%88%d9%89-%d9%81%d9%8a-%d8%a7%d9%84%d8%ac%d9%87%d8%a7%d8%af/,رابط الصفحة العامة فقط (مؤكد أن الملف غير متاح - ظهر خطأ 404 أثناء جمع البيانات الأصلي)
fatwas-adahy2.mp3,الأضحية والعقيقة بالأنثى من بهيمة الأنعام,فتاوى في الهدي والاضاحي,https://alnajmi.net/portal/%d9%81%d8%aa%d8%a7%d9%88%d9%89-%d9%81%d9%8a-%d8%a7%d9%84%d9%87%d8%af%d9%8a-%d9%88%d8%a7%d9%84%d8%a7%d8%b6%d8%a7%d8%ad%d9%8a/,رابط الصفحة العامة فقط (مؤكد أن الملف غير متاح - ظهر خطأ 404 أثناء جمع البيانات الأصلي)
fatwas-haj2j.mp3,الطواف بالطفل محمول وهو محرم,فتاوى في الحج والعمرة,https://alnajmi.net/portal/%d9%81%d8%aa%d8%a7%d9%88%d9%89-%d9%81%d9%8a-%d8%a7%d9%84%d8%ad%d8%ac-%d9%88%d8%a7%d9%84%d8%b9%d9%85%d8%b1%d8%a9/,رابط الصفحة العامة فقط (لم يتم العثور على رابط مباشر للملف ولا تأكيد لسبب غيابه)
fatwas-seyam1.mp3,صوم القضاء,فتاوى في الصيام,https://alnajmi.net/portal/%d9%81%d8%aa%d8%a7%d9%88%d9%89-%d9%81%d9%8a-%d8%a7%d9%84%d8%b5%d9%8a%d8%a7%d9%85/,رابط الصفحة العامة فقط (مؤكد أن الملف غير متاح - ظهر خطأ 404 أثناء جمع البيانات الأصلي)
fatwas-praye30r.mp3,وقوف الخطيب على المنبر,فتاوى في الصلاة,https://alnajmi.net/portal/%d9%81%d8%aa%d8%a7%d9%88%d9%89-%d9%81%d9%8a-%d8%a7%d9%84%d8%b5%d9%84%d8%a7%d8%a9/,رابط الصفحة العامة فقط (لم يتم العثور على رابط مباشر للملف ولا تأكيد لسبب غيابه)
fatwas-praye34r.mp3,العبرة في التقويم لأوقات الصلاة أن يكون موافقاً للوقت الشرعي للصلاة,فتاوى في الصلاة,https://alnajmi.net/portal/%d9%81%d8%aa%d8%a7%d9%88%d9%89-%d9%81%d9%8a-%d8%a7%d9%84%d8%b5%d9%84%d8%a7%d8%a9/,رابط الصفحة العامة فقط (لم يتم العثور على رابط مباشر للملف ولا تأكيد لسبب غيابه)
fatwas-prayer114.mp3,إذا دخلت جماعتان للمسجد فمن الأحق بالصلاة معها ؟,فتاوى في الصلاة,https://alnajmi.net/portal/%d9%81%d8%aa%d8%a7%d9%88%d9%89-%d9%81%d9%8a-%d8%a7%d9%84%d8%b5%d9%84%d8%a7%d8%a9/,رابط الصفحة العامة فقط (مؤكد أن الملف غير متاح - ظهر خطأ 404 أثناء جمع البيانات الأصلي)
fatwas-praye136r.mp3,السنة تقديم صلاة العشاء خشية المشقة,فتاوى في الصلاة,https://alnajmi.net/portal/%d9%81%d8%aa%d8%a7%d9%88%d9%89-%d9%81%d9%8a-%d8%a7%d9%84%d8%b5%d9%84%d8%a7%d8%a9/,رابط الصفحة العامة فقط (لم يتم العثور على رابط مباشر للملف ولا تأكيد لسبب غيابه)
fm262.mp3,الذكر عند التجشوء,فتاوى منوعة,https://alnajmi.net/portal/%d9%81%d8%aa%d8%a7%d9%88%d9%89-%d9%85%d9%86%d9%88%d8%b9%d8%a9/,رابط الصفحة العامة فقط (لم يتم العثور على رابط مباشر للملف ولا تأكيد لسبب غيابه)
fm263.mp3,ماذا يفعل من يريد رد المظالم إلى أهلها,فتاوى منوعة,https://alnajmi.net/portal/%d9%81%d8%aa%d8%a7%d9%88%d9%89-%d9%85%d9%86%d9%88%d8%b9%d8%a9/,رابط الصفحة العامة فقط (لم يتم العثور على رابط مباشر للملف ولا تأكيد لسبب غيابه)
fm264.mp3,الاستمرار في المعاصي,فتاوى منوعة,https://alnajmi.net/portal/%d9%81%d8%aa%d8%a7%d9%88%d9%89-%d9%85%d9%86%d9%88%d8%b9%d8%a9/,رابط الصفحة العامة فقط (لم يتم العثور على رابط مباشر للملف ولا تأكيد لسبب غيابه)
fatwas-twheed241.mp3,الدعوة إلى الله مبنية على العلم الشرعي لا علوم الآلة,فتاوى عقدية,https://alnajmi.net/portal/fatawas/fat3/,رابط الصفحة العامة فقط (مؤكد أن الملف غير متاح - ظهر خطأ 404 أثناء جمع البيانات الأصلي)
fa256.mp3,هل لله صفة الحنان وما حكم قراءة تفسير الجلالين لطالب العلم,فتاوى عقدية,https://alnajmi.net/portal/fatawas/fat3/,رابط الصفحة العامة فقط (لم يتم العثور على رابط مباشر للملف ولا تأكيد لسبب غيابه)
